"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
45562,"我叫小小猫",13,94,"315","146","169","3.5"," 美国","Fall","MS","Admitted","EE@USC"," 通信工程 @ HIT",87,"","146+169+3.5",""," 一篇EI","USC","EE","HIT","EE",0,100,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100~500","EE",315,3.48,"<=319","<=98","3.4~3.55"
45564,"zyz1223",13,112,"330","160","170","3"," 美国","Fall","MS","Rejected","IEOR@Columbia"," 统计学/金融学= @ 山东大学",3.75,"","160+170+3.0","","建模国赛省一，国二，美赛一等~实习两枚，投行一枚保险公司一枚，无牛腿，论文两篇，CFA Level 1","Columbia","IEOR","山东大学","统计学/金融学=",0,4,0,1,0,1,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","IEOR",330,3.75,">325",">106",">3.7"
45572,"Marsian",13,109,"328","159","169","3.5"," 美国","Fall","MS","Admitted","EE@UCLA"," 信工 @ SJTU",88.6,"","159+169+3.5",""," 文章发了也不能更新材料...怨念...","UCLA","EE","SJTU","信工",0,100,0,0,0,1,1,1,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",328,3.544,">325",">106","3.4~3.55"
45575,"zyz1223",13,112,"330","160","170","3"," 美国","Fall","MS","Rejected","MFE/Fin/FinMath@Cornell"," 统计学/金融学 @ 山东大学",3.75,"","160+170+3.0","","建模国赛省一，国二，美赛一等~实习两枚，投行一枚保险公司一枚，无牛腿，论文两篇，CFA Level 1","Cornell","MFE/Fin/FinMath","山东大学","统计学/金融学",0,4,0,1,0,1,0,0,0,"Cornell University","Cornell University","Top10_50","Top50","EastCoast","Others","MFE/Fin/FinMath",330,3.75,">325",">106",">3.7"
45592,"duxiexie",13,100,"314","148","166","3"," 美国","Fall","MS","Admitted","CS@Utah"," 软件工程 @ 北航",84,"","148+166+3.0",""," 若干项目和竞赛","Utah","CS","北航","SE",0,100,0,0,1,0,0,0,0,"University of Utah","University of Utah","Others","Others","RockyMountains","Others","CS",314,3.36,"<=319","98~102","<=3.4"
45596,"feiyu不偷懒",13,102,"1290","530","760","3"," 美国","Fall","MS","Admitted","EE@USC"," Information Engineering @ SJTU",3.5,"","530+760+3","","","USC","EE","SJTU","Information Engineering",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","EE",326,3.5,">325","98~102","3.4~3.55"
45604,"ourlord",13,93,"309","","","4"," 美国","Fall","MS","Admitted","CS@NEU"," 信息安全 @ WHU",80,"","309+4.0","","","NEU","CS","WHU","信息安全",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100~500","CS",309,3.2,"<=319","<=98","<=3.4"
45605,"helloele",13,105,"323","155","168","3.5"," 美国","Fall","MS","Admitted","CS@UCI"," Software Engineering @ Tongji",4.48,"","155+168+3.5","","","UCI","CS","Tongji","SE",0,5,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",323,3.584,"322~325","102~106","3.55~3.7"
45608,"shangruibo1990",13,106,"327","","",""," 美国","Fall","PhD","Admitted","EE@University of Florida"," 光电子 @ NKU",90.3,"","327","","","University of Florida","EE","NKU","光电子",0,100,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Top100~500","EE",327,3.612,">325","102~106","3.55~3.7"
45620,"yycick",13,103,"320","151","169"," "," 美国","Fall","MS","Admitted","Stat/Biostat@Columbia University"," FE @ BUaa",3.56,"","151+169=320","","","Columbia University","Stat/Biostat","BUaa","FE",0,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","Stat/Biostat",320,3.56,"319~322","102~106","3.55~3.7"
45623,"tc350981",13,94,"315","149","166","3"," 美国","Fall","MS","Admitted","EE@EE@USC，Rutgers，MST CE@ASU CS@UTD"," 网络工程 @ UESTC",3.75,"","149+166+3",""," 无","UTD","EE","UESTC","网络工程",0,4,0,0,0,0,0,0,0,"University of Texas at Dallas","University of Texas at Dallas","Others","Others","GulfCoast","Others","EE",315,3.75,"<=319","<=98",">3.7"
45625,"shangruibo1990",13,106,"327","","",""," 美国","Fall","MS","Admitted","EE@Umich"," 光电子 @ NKU",90.3,"","327","","","Umich","EE","NKU","光电子",0,100,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100~500","EE",327,3.612,">325","102~106","3.55~3.7"
45632,"熊亮亮111",13,96,"313","147","166","4"," 美国","Fall","MS","Admitted","EE@SMU"," EE @ BUAA",3.6,"","147+166+4.0","","","SMU","EE","BUAA","EE",1,4,0,0,0,0,0,0,0,"Southern Methodist University","Southern Methodist University","Others","Others","GulfCoast","Others","EE",313,3.6,"<=319","<=98","3.55~3.7"
45634,"Goldseeker",13,98,"321","","",""," 美国","Fall","MS","Admitted","CS@NYU"," CS @ SJTU",84,"","321","","","NYU","CS","SJTU","CS",1,100,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Top100","CS",321,3.36,"319~322","<=98","<=3.4"
45635,"kairusama",13,104,"314","","","3"," 美国","Fall","PhD","Rejected","Envir@UIUC"," Environmental Science @ BNU-HKBU UIC",3.2,": Environmental Engineering and Management @ HKUST, GPA  3.68/4.00: 海外","314+3.0",""," 木有牛腿，木有paper","UIUC","Envir","BNU-HKBUUIC","Environmental Science",0,4,0,0,0,0,1,1,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","Others",314,3.2,"<=319","102~106","<=3.4"
45643,"glaciersilent",13,104,"323","153","170","3.5"," 美国","Fall","MS","Admitted","CS@Gatech"," EE @ HIT",3.3,": EE @ HIT, GPA  3.3:","153+170+3.5","","","Gatech","CS","HIT","EE",0,4,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Top100~500","CS",323,3.3,"322~325","102~106","<=3.4"
45648,"linkin8834",13,100,"1360","560","800","5"," 美国","Fall","PhD","Admitted","EE@University of Delaware"," Microelectronics @ FDU",3.33,": Microelectronics @ FDU, GPA  3.74/4.00:","560+800+5.0",""," First-authored three papers (one IEEE journal), several co-authored papers","University of Delaware","EE","FDU","Microelectronics",0,4,0,0,0,1,1,0,0,"University of Delaware","University of Delaware","Others","Others","EastCoast","Top100","EE",328,3.33,">325","98~102","<=3.4"
45659,"iceboal",13,104,"325","155","170","3"," 美国","Fall","MS","Admitted","CS@NYU"," EE @ THU",85,"","155 170 3.0","","","NYU","CS","THU","EE",0,100,0,0,0,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Top100","CS",325,3.4,"322~325","102~106","<=3.4"
45660,"ooqqoo2009",13,99,"313","148","165","3"," 美国","Fall","MS","Admitted","EE@RICE"," Optics @ USTC",3.54,"","148+165+3.0","","","RICE","EE","USTC","Optics",0,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100","EE",313,3.54,"<=319","98~102","3.4~3.55"
45669,"jh_wade",13,92,"313","146","167","3"," 美国","Fall","MS","Admitted","CS@USC"," CS（image processing） @ Xidian U",85.1,"","146+167+3","","","USC","CS","XidianU","CS（image processing）",0,100,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","CS",313,3.404,"<=319","<=98","3.4~3.55"
45675,"zhangyixiang007",13,104,"1220","450","770","3"," 美国","Fall","PhD","Admitted","Other@UCSD"," 材料科学与工程 @ 西安交大",88,": 高分子 @ 清华, GPA  87+/100:","v450 q770=1220+3"," 无","SCI 一作一篇 影响因子3.9+ 高分子类 无牛腿","UCSD","Other","西安交大","材料科学与工程",0,100,0,0,0,1,1,1,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","Others",321,3.52,"319~322","102~106","3.4~3.55"
45679,"Marineking",13,93,"322","156","166","3"," 美国","Fall","MS","Admitted","EE@Rice University"," EST @ HUST",3.5,"","156 166 3","","","Rice University","EE","HUST","EST",0,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100~500","EE",322,3.5,"319~322","<=98","3.4~3.55"
45682,"LuckyLucy",13,107,"321","155","166","3.5"," 美国","Fall","MS","Admitted","CE@UFL"," CS @ HUST",88.3,"","155+166+3.5","","","UFL","CE","HUST","CS",0,100,0,0,1,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Top100~500","CE",321,3.532,"319~322",">106","3.4~3.55"
45693,"cfnczq",13,107,"1390","590","800","4"," 美国","Fall","MS","Admitted","Stat/Biostat@UCLA"," statistics @ nku",89.9,"","590+800+4",""," 北美建模一等。CAAS实习。","UCLA","Stat/Biostat","nku","statistics",0,100,0,1,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","Stat/Biostat",330,3.596,">325",">106","3.55~3.7"
45710,"zcc_kernel",13,100,"324","","","4"," 美国","Fall","混合","Rejected","EE@UC Berkeley"," Electronic & Information Science @ NJU",91,"","324+4","","2 water papers, 1 patent, 1 intern","UC Berkeley","EE","NJU","Electronic & Information Science",0,100,0,0,0,1,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","EE",324,3.64,"322~325","98~102","3.55~3.7"
45740,"watertcafe",13,112,"323","","","4"," 美国","Fall","PhD","Admitted","Envir@OSU"," Environmental Engineering @ SHU",3.9,"","323+4.0",""," 水科研，无paper，无牛腿","OSU","Envir","SHU","Environmental Engineering",0,4,0,0,1,0,1,1,0,"The Ohio State University","The Ohio State University","Others","Others","MidWest","Top100~500","Others",323,3.9,"322~325",">106",">3.7"
45750,"hippocrene814",13,104,"323","153","170","3.5"," 美国","Fall","MS","Admitted","CS@UCSD"," computer science @ tongji",4.65,"","153+170+3.5",""," 无牛推","UCSD","CS","tongji","computer science",0,5,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",323,3.72,"322~325","102~106",">3.7"
45755,"FlyingDevil",13,94,"320","150","170","3"," 美国","Fall","MS","Admitted","CS@ASU"," CS @ Hunan U",86,"","V150+Q170+AW3.0","","","ASU","CS","HunanU","CS",1,100,0,0,0,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Others","CS",320,3.44,"319~322","<=98","3.4~3.55"
45757,"XT_Shen",13,99,"315","150","165","3.5"," 美国","Fall","MS","Admitted","EE@EE@UCLA"," EE @ ZJU",3.91,"","150+165+3.5",""," 一篇IEEE EI水文一作  一段实习经历","UCLA","EE","ZJU","EE",1,4,0,1,0,1,1,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",315,3.91,"<=319","98~102",">3.7"
45765,"更深的蓝",13,99,"320","153","167",""," 美国","Fall","PhD","Admitted","ME@Gatech"," MSE @ NWPU",89.96,": MSE @ 中科院研究所, GPA  86.3:","153+167",""," 一篇水文，实验室老板推荐信","Gatech","ME","NWPU","Material",0,100,0,0,0,0,0,0,0,"Georgia Institute of Technology","Georgia Institute of Technology","Others","Others","EastCoast","Others","ME",320,3.5984,"319~322","98~102","3.55~3.7"
45779,"jzdaizeyu",13,96,"320","150","170","3.5"," 美国","Fall","MS","Admitted","EE@Vanderbilt"," EE @ SJTU",85,"","150+170+3.5","","","Vanderbilt","EE","SJTU","EE",1,100,0,0,0,0,0,0,0,"Vanderbilt University","Vanderbilt University","Others","Others","MidWest","Top100","EE",320,3.4,"319~322","<=98","<=3.4"
45786,"Marsian",13,109,"328","159","169","3.5"," 美国","Fall","MS","Admitted","EE@USC"," EE @ SJTU",88.6,"","159+169+3.5",""," 国际会议文章，应该没影响","USC","EE","SJTU","EE",1,100,0,0,0,1,1,1,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","EE",328,3.544,">325",">106","3.4~3.55"
45787,"shahaoxiaomi",13,100,"320","150","170","4"," 美国","Fall","混合","Admitted","CivilEng@Texas A&M University"," 港口航道与海岸工程 @ TJU",87.3,"","150+170+4.0","","","Texas A&M University","CivilEng","TJU","港口航道与海岸工程",0,100,1,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Top100~500","CivilEng",320,3.492,"319~322","98~102","3.4~3.55"
45787,"shahaoxiaomi",13,100,"320","150","170","4"," 美国","Fall","混合","Admitted","CivilEng@Texas A&M University"," 港口航道与海岸工程 @ TJU",87.3,"","150+170+4.0","","","Texas A&M University","CivilEng","TJU","港口航道与海岸工程",0,100,1,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Top100~500","CivilEng",320,3.492,"319~322","98~102","3.4~3.55"
45790,"denta",13,102,"325","","","3.5"," 美国","Fall","MS","Admitted","EE@UCLA"," Power @ SJTU",87.4,"","325+3.5","","","UCLA","EE","SJTU","Power",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",325,3.496,"322~325","98~102","3.4~3.55"
45795,"Ethan.Lu",13,107,"326","160","166","3"," 美国","Fall","MS","Admitted","CS@VLIS@CMU"," se @ sjtu",85,"","160+166+3.0","","","CMU","CS","sjtu","SE",0,100,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100","CS",326,3.4,">325",">106","<=3.4"
45819,"awakeningcedar",13,101,"326","","",""," 美国","Fall","MS","Rejected","EE@Rochester&CUBOULDER"," oe @ HUST",3.3,"","326","","","Rochester","EE","HUST","oe",0,4,0,0,0,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Top100~500","EE",326,3.3,">325","98~102","<=3.4"
45830,"chenxing0831",13,105,"324","154","170","3.5"," 美国","Fall","MS","Admitted","EE@Umich"," 电子科学与技术（微电子双语） @ BIT",87,"","154+170+3.5",""," 一篇很水的准备中的论文一作","Umich","EE","BIT","电子科学与技术（微电子双语）",0,100,0,0,0,1,1,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100~500","EE",324,3.48,"322~325","102~106","3.4~3.55"
45852,"yabay91",13,101,"320","151","169","3"," 美国","Fall","MS","Admitted","EE@Vanderbilt University"," EE @ SWJTU",3.6,"","151+169+3",""," 无.....","Vanderbilt University","EE","SWJTU","EE",1,4,0,0,0,0,0,0,0,"Vanderbilt University","Vanderbilt University","Others","Others","MidWest","Others","EE",320,3.6,"319~322","98~102","3.55~3.7"
45853,"Marineking",13,93,"322","156","166","3"," 美国","Fall","PhD","Rejected","EE@Vandy"," 电子科学与技术 @ HUST",3.5,"","156+166+3","","","Vandy","EE","HUST","电子科学与技术",0,4,0,0,0,0,0,0,0,"Vanderbilt University","Vanderbilt University","Others","Others","MidWest","Top100~500","EE",322,3.5,"319~322","<=98","3.4~3.55"
45854,"carrHM",13,102,"322","153","169","3"," 美国","Fall","MS","Admitted","EE@EE@UCLA","  @ 信息工程@SJTU",85,"","153+169+3.0","","","UCLA","EE","SJTU","",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",322,3.4,"319~322","98~102","<=3.4"
45863,"caoyun",13,100,"310","145","165","3.5"," 美国","Fall","MS","Admitted","CS@CMU"," SE @ ECNU",3.46,"","310（145+165+3.5）",""," 无牛腿，有实验室经历和海外交流","CMU","CS","ECNU","SE",0,4,0,0,0,0,0,0,1,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","CS",310,3.46,"<=319","98~102","3.4~3.55"
45869,"螺纹刀",13,104,"321","151","170","3.5"," 美国","Fall","MS","Admitted","EE@UCLA"," 信通 @ 浙大",3.81,"","151+170+3.5",""," 两份实习，一篇水会议论文","UCLA","EE","浙大","信通",0,4,0,1,0,1,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",321,3.81,"319~322","102~106",">3.7"
45901,"bluebitch",13,104,"320","152","168","3.5"," 美国","Fall","MS","Admitted","CS@USC"," Software Engineering @ Tongji University",4.4,"","152+168+3.5",""," 无牛推，iOS项目若干，腾讯实习","USC","CS","TongjiUniversity","SE",0,5,0,1,1,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","CS",320,3.52,"319~322","102~106","3.4~3.55"
45902,"leeshell",13,100,"318","152","166","3"," 美国","Fall","MS","Admitted","EE@vanderbilt"," 通信 @ 北邮",76.3,": 电子 @ 北邮, GPA  83.3:","152+166+3.0",""," 水实习","vanderbilt","EE","北邮","通信",0,100,0,1,0,0,0,0,0,"Vanderbilt University","Vanderbilt University","Others","Others","MidWest","Others","EE",318,3.052,"<=319","98~102","<=3.4"
45908,"helloele",13,105,"323","155","168","3.5"," 美国","Fall","MS","Admitted","CS@USC"," SE @ Tongji",4.48,"","155+168+3.5","","","USC","CS","Tongji","SE",0,5,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100~500","CS",323,3.584,"322~325","102~106","3.55~3.7"
45917,"table24",13,108,"318","","",""," 美国","Fall","MS","Admitted","EE@MEng@BU MS@USC"," 信息与通信工程 @ 浙大",3.8,"","318",""," 什么都有没有~","USC","EE","浙大","信息与通信工程",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","EE",318,3.8,"<=319",">106",">3.7"
45921,"davidlimin",13,112,"1430","640","790","3"," 美国","Fall","MS","Admitted","CS@@UCSD"," CS @ ZJU",3.86,"","640+790+3.0","","","UCSD","CS","ZJU","CS",1,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",333,3.86,">325",">106",">3.7"
45924,"nju_happy",13,103,"321","153","168","4"," 美国","Fall","MS","Admitted","CS@MCS@Rice"," se @ nju",86,"","153+168+4","","","Rice","CS","nju","SE",0,100,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100~500","CS",321,3.44,"319~322","102~106","3.4~3.55"
45934,"Lord",13,107,"324","","","3.5"," 美国","Fall","PhD","Rejected","Chem/CEng@Cornell"," ChemE @ TJU",3.78,"","324+3.5","","","Cornell","Chem/CEng","TJU","ChemE",0,4,0,0,0,0,0,0,0,"Cornell University","Cornell University","Top10_50","Top50","EastCoast","Top100~500","Others",324,3.78,"322~325",">106",">3.7"
45980,"章鱼小子",13,107,"320","","",""," 美国","Fall","MS","Admitted","MIS@UMD"," mis @ znufe",3.63,"","320","","","UMD","MIS","znufe","mis",0,4,0,0,0,0,0,0,0,"University of Massachusetts Dartmouth","University of Massachusetts Dartmouth","Others","Others","EastCoast","Others","MIS",320,3.63,"319~322",">106","3.55~3.7"
45982,"KARL",13,109,"323","153","170","3"," 美国","Fall","PhD","Admitted","Material@UCSD"," Materials Engineering @ City University of Hong Kong",3.76,"","153+170+3.0",""," Chair Professor 推荐信一枚","UCSD","Material","CityUniversityofHongKong","Materials Engineering",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","Material",323,3.76,"322~325",">106",">3.7"
45997,"chrishacker",13,108,"1470","670","800","3.5"," 美国","Fall","MS","Admitted","Stat/Biostat@Rice"," Economics @ ECNU",3.4,"","670+800+3.5","","","Rice","Stat/Biostat","ECNU","Economics",0,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Others","Stat/Biostat",335,3.4,">325",">106","<=3.4"
46001,"Lord",13,107,"327","","","3.5"," 美国","Fall","PhD","Rejected","Chem/CEng@ChemE@Stanford"," ChemE @ TJU",3.78,"","327+3.5","","","Stanford","Chem/CEng","TJU","ChemE",0,4,0,0,0,0,0,0,0,"Stanford University","Stanford University","Top10","Top50","WestCoast, AK, HI","Top100~500","Others",327,3.78,">325",">106",">3.7"
46027,"国境之南",13,102,"329","161","168","4"," 美国","Fall","MS","Admitted","EE@UT-Austin"," 电子信息工程 @ ZJU",3.92,"","161+168+4",""," 一篇顶级会议二作（好吧，其实也蛮水的）","UT-Austin","EE","ZJU","EE",0,4,0,0,0,1,0,0,0,"University of Texas at Austin","University of Texas at Austin","Others","Others","GulfCoast","Top100","EE",329,3.92,">325","98~102",">3.7"
46050,"zhenwk",13,103,"322","152","170","3"," 美国","Fall","MS","Admitted","ME@ME@CMU"," 机械设计制造及其自动化 @ 天津大学",3.79,"","152+170=3.0",""," 两位长江学者，一位学院党委书记","CMU","ME","天津大学","机械设计制造及其自动化",0,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Top100~500","ME",322,3.79,"319~322","102~106",">3.7"
46078,"awakeningcedar",13,101,"326","156","170",""," 美国","Fall","MS","Admitted","EE@IIT"," 光电 @ hust",3.3,"","156+170","","","IIT","EE","hust","光电",0,4,0,0,0,0,0,0,0,"Illinois Institute of Technology","Illinois Institute of Technology","Others","Others","MidWest","Top100~500","EE",326,3.3,">325","98~102","<=3.4"
46080,"linspiration",13,102,"322","","",""," 美国","Fall","MS","Admitted","EE@NEU"," 电气 @ TJ",80,"","322","","UIUC推荐信*2","NEU","EE","TJ","电气",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100~500","EE",322,3.2,"319~322","98~102","<=3.4"
46081,"85783388",13,101,"323","153","170","3"," 美国","Fall","MS","Rejected","Stat/Biostat@Rice"," MIS  double degree Stat @ 中山大学",3.6,"","323","","","Rice","Stat/Biostat","中山大学","MIS  double degree Stat",0,4,0,0,0,0,0,0,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100~500","Stat/Biostat",323,3.6,"322~325","98~102","3.55~3.7"
46110,"bmxxf9229",13,98,"311","144","167","2.5"," 美国","Fall","MS","Admitted","EE@Stevens Institute of Technology"," 物理学 @ 中山大学",84,"","V144+Q167+AW2.5",""," 无牛推无paper无实习","Stevens Institute of Technology","EE","中山大学","物理学",0,100,0,0,0,0,1,1,0,"Stevens Institute of Technology","Stevens Institute of Technology","Others","Others","EastCoast","Top100~500","EE",311,3.36,"<=319","<=98","<=3.4"
46115,"qiuyuxiruchou",13,99,"325","157","168","3.5"," 美国","Fall","PhD","Rejected","ME@JHU","  @ BUAA",3.78,"","157+168+3.5","","","JHU","ME","BUAA","",0,4,0,0,1,0,0,1,0,"Johns Hopkins University","Johns Hopkins University","Top10_50","Top50","EastCoast","Others","ME",325,3.78,"322~325","98~102",">3.7"
46117,"chiwsy",13,104,"324","156","168","3.5"," 美国","Fall","PhD","Rejected","EE@EE@JHU"," EE @ SJTU",87,"","156+168+3.5","","","JHU","EE","SJTU","EE",1,100,0,0,0,0,0,0,0,"Johns Hopkins University","Johns Hopkins University","Top10_50","Top50","EastCoast","Top100","EE",324,3.48,"322~325","102~106","3.4~3.55"
46153,"mayingjie116",13,97,"327","","","3"," 美国","Fall","MS","Admitted","CS@IIT"," CS @ DHU",86,"","327+3",""," 学校奖","IIT","CS","DHU","CS",1,100,0,0,0,0,0,0,0,"Illinois Institute of Technology","Illinois Institute of Technology","Others","Others","MidWest","Others","CS",327,3.44,">325","<=98","3.4~3.55"
46171,"bmxxf9229",13,98,"311","144","167","2.5"," 美国","Fall","MS","Admitted","EE@Clemson University"," 物理学 @ 中山大学",84,"","V144+Q167+AW2.5",""," 无牛推无paper无实习","Clemson University","EE","中山大学","物理学",0,100,0,0,0,0,1,1,0,"Clemson University","Clemson University","Others","Others","EastCoast","Top100~500","EE",311,3.36,"<=319","<=98","<=3.4"
46189,"bmxxf9229",13,98,"311","144","167","2.5"," 美国","Fall","MS","Rejected","EE@Boston University"," 物理学 @ 中山大学",84,"","V144+Q167+AW2.5",""," 无牛推无paper无实习","Boston University","EE","中山大学","物理学",0,100,0,0,0,0,1,1,0,"Boston University","Boston University","Others","Others","EastCoast","Top100~500","EE",311,3.36,"<=319","<=98","<=3.4"
46190,"bmxxf9229",13,98,"311","144","167","2.5"," 美国","Fall","MS","Admitted","EE@Worcester Polytechnic Institute"," 物理学 @ 中山大学",84,"","V144+Q167+AW2.5",""," 无牛推无paper无实习","Worcester Polytechnic Institute","EE","中山大学","物理学",0,100,0,0,0,0,1,1,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Top100~500","EE",311,3.36,"<=319","<=98","<=3.4"
46198,"银月の光",13,101,"321","","","3"," 美国","Fall","MS","Admitted","EE@EE@Columbia"," 信息工程 @ 西电",87,"","321+3.0",""," 无","Columbia","EE","西电","EE",0,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","EE",321,3.48,"319~322","98~102","3.4~3.55"
46203,"table526",13,106,"326","156","170","3.5"," 美国","Fall","MS","Admitted","CS@UCSD"," cs @ sjtu",87,"","156+170+3.5","","","UCSD","CS","sjtu","CS",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",326,3.48,">325","102~106","3.4~3.55"
46206,"pxc_pku",13,103,"321","153","168","4"," 美国","Fall","MS","Admitted","CS@UCSD"," CS @ PKU",84,"","153+168+4.0",""," 有一年半实验室研究经历","UCSD","CS","PKU","CS",1,100,0,0,1,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",321,3.36,"319~322","102~106","<=3.4"
46228,"amy1991",13,103,"320","","","3"," 美国","Fall","MS","Rejected","CS@UIUC"," CS @ BUPT",83.5,"","320+3.0",""," 无","UIUC","CS","BUPT","CS",1,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","CS",320,3.34,"319~322","102~106","<=3.4"
46237,"zzjalex",13,106,"321","158","163","3.5"," 美国","Fall","MS","Rejected","EE@UMD"," EE @ 南京大学",85,"","158+163+3.5","","","UMD","EE","南京大学","EE",1,100,0,0,1,0,0,0,0,"University of Massachusetts Dartmouth","University of Massachusetts Dartmouth","Others","Others","EastCoast","Top100~500","EE",321,3.4,"319~322","102~106","<=3.4"
46244,"Lord",13,107,"327","","","3.5"," 美国","Fall","PhD","Rejected","Chem/CEng@ChemE@UC Berkeley"," ChemE @ TJU",3.78,"","327+3.5","","","UC Berkeley","Chem/CEng","TJU","ChemE",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","Others",327,3.78,">325",">106",">3.7"
46246,"ymddtc",13,101,"314","","",""," 美国","Fall","MS","Admitted","ME@Rochester"," ME @ 四川大学",3.3,"","314","","","Rochester","ME","四川大学","ME",1,4,0,0,0,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Others","ME",314,3.3,"<=319","98~102","<=3.4"
46249,"jzdaizeyu",13,96,"320","150","170","3.5"," 美国","Fall","MS","Rejected","EE@UFL"," EE @ SJTU",85,"","150+170+3.5","","","UFL","EE","SJTU","EE",1,100,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Top100","EE",320,3.4,"319~322","<=98","<=3.4"
